# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
OGLE-2012-BLG-1495  None  17:31:58.94  -29:47:42.7  2456087.385091  2012-06-08.98  None  None  None  49.450425  0.016776  59.6153  24.5791  20.14070
OGLE-2012-BLG-1496  None  17:29:30.50  -29:30:22.3  2456024.631436  2012-04-07.13  None  None  None  28.678243  0.023861  41.9183  24.3137  20.25772
OGLE-2012-BLG-1497  None  17:41:57.93  -21:50:00.8  2456107.538125  2012-06-29.07  None  None  None  33.974355  0.080092  12.5157  23.0169  20.27324
OGLE-2012-BLG-1498  None  17:35:44.98  -29:23:00.5  2456062.572874  2012-05-14.94  None  None  None  47.083306  0.026371  37.9303  24.0844  20.13698
OGLE-2012-BLG-1499  None  17:45:19.38  -33:12:12.9  2456081.509564  2012-06-03.01  None  None  None  81.289433  0.041859  23.9054  23.7062  20.25998
OGLE-2012-BLG-1500  None  18:03:11.10  -28:01:37.9  2456125.978326  2012-07-17.22  None  None  None  76.801101  0.003379  295.9468  26.1617  19.98366
OGLE-2012-BLG-1501  None  17:49:38.00  -30:02:22.9  2456154.600195  2012-08-15.12  None  None  None  1.798081  0.019769  50.5917  24.4779  20.21774
OGLE-2012-BLG-1502  None  17:53:02.85  -29:33:58.6  2456164.065605  2012-08-21.50  None  None  None  451.267763  0.001065  938.9675  27.8484  20.41673
OGLE-2012-BLG-1503  None  17:57:08.79  -29:30:25.8  2456155.799886  2012-08-16.29  None  None  None  16.380017  0.065479  15.2966  23.3082  20.34670
OGLE-2012-BLG-1504  None  17:58:16.87  -29:49:22.3  2456158.55202  2012-08-19.05  None  None  None  0.449646  0.179260  5.6455  21.9797  20.10048
OGLE-2012-BLG-1505  None  18:04:15.90  -27:47:58.6  2456161.767899  2012-08-22.06  None  None  None  19.082118  0.110716  9.0736  22.6467  20.25221
OGLE-2012-BLG-1506  None  18:04:18.20  -28:47:56.6  2456168.363237  2012-08-29.10  None  None  None  59.284361  0.034836  28.719  23.8506  20.20518
OGLE-2012-BLG-1507  None  18:14:17.24  -26:09:18.6  2456153.667924  2012-08-13.22  None  None  None  33.395774  0.087242  11.4951  23.1772  20.52596
OGLE-2012-BLG-1508  None  17:58:57.44  -29:30:47.8  2456173.408099  2012-09-02.89  None  None  None  8.759283  0.019577  51.0877  24.5226  20.25180
OGLE-2012-BLG-1509  None  17:59:53.58  -28:51:35.5  2456169.336  2012-08-29.84  None  None  None  33.888  0.247  4.139  None  20.107
OGLE-2012-BLG-1510  None  18:03:48.95  -29:08:38.2  2456168.562454  2012-08-28.81  None  None  None  189.498392  0.003136  318.8787  26.2978  20.03876
OGLE-2012-BLG-1511  None  18:01:11.23  -28:46:14.3  2456170.086701  2012-08-30.52  None  None  None  30.058652  0.151396  6.6618  22.2099  20.15095
OGLE-2012-BLG-1512  None  17:51:21.82  -28:29:50.6  2456168.874591  2012-08-29.30  None  None  None  20.267729  0.040200  24.8907  23.6768  20.18671
OGLE-2012-BLG-1513  None  17:54:12.22  -29:46:04.4  2456172.264186  2012-09-01.67  None  None  None  197.337913  0.002648  377.6445  26.6896  20.24690
OGLE-2012-BLG-1514  None  17:51:50.84  -29:25:54.8  2456171.829002  2012-09-01.31  None  None  None  7.612701  0.283727  3.63  21.777  20.37718
OGLE-2012-BLG-1515  None  17:55:18.20  -29:29:43.6  2456170.939408  2012-08-31.42  None  None  None  4.688577  0.309082  3.3502  21.4204  20.10775
OGLE-2012-BLG-1516  None  17:55:32.13  -29:50:16.4  2456169.797194  2012-08-30.37  2456178.29573  2012-09-07T19:02:39  8.49853328383  121.010057  0.162750  6.2053  22.2775  20.29565
OGLE-2012-BLG-1517  None  17:52:15.37  -29:15:19.9  2455678.444427  2012-09-10.19  None  None  None  3.410502  0.828031  1.4984  20.8458  20.40676
OGLE-2012-BLG-1518  None  17:48:30.13  -33:43:09.7  2456201.450422  2012-09-28.84  None  None  None  405.771065  0.021068  47.4733  22.5103  18.31921
OGLE-2012-BLG-1519  None  18:09:15.61  -27:29:14.0  2456184.511545  2012-09-14.03  None  None  None  10.634315  0.772684  1.5676  18.5548  18.06674
OGLE-2012-BLG-1520  None  17:51:53.62  -32:55:18.8  2456185.374853  2012-09-15.01  2456180.12215  2012-09-09T14:53:04  -5.25270501943  9.049906  1.124543  1.2652  14.0198  13.76437
OGLE-2012-BLG-1521  None  17:57:17.71  -28:08:25.4  2456189.271658  2012-09-18.75  None  None  None  7.149914  0.559798  1.9898  17.2291  16.48206
OGLE-2012-BLG-1522  None  17:59:35.36  -27:43:08.0  2456180.954775  2012-09-10.53  None  None  None  7.509488  0.160369  6.2956  20.1811  18.18352
OGLE-2012-BLG-1523  None  17:57:34.02  -28:45:39.2  2456194.804908  2012-09-22.34  None  None  None  7.361355  0.143142  7.0396  16.8031  14.68425
OGLE-2012-BLG-1524  None  17:57:03.97  -28:49:57.3  2456187.368186  2012-09-16.85  None  None  None  15.840857  0.079771  12.5658  21.2495  18.50151
OGLE-2012-BLG-1525  None  18:02:04.03  -28:27:26.3  2456180.572304  2012-09-10.07  None  None  None  0.518470  0.118308  8.4968  20.1398  17.81661
OGLE-2012-BLG-1526  None  18:09:43.13  -28:48:45.2  2456214.875853  2012-10-14.42  None  None  None  34.959658  0.076137  13.1628  20.858  18.05959
OGLE-2012-BLG-1527  None  17:46:23.94  -34:34:55.2  2456181.922259  2012-10-05.80  None  None  None  69.106765  0.115819  8.6775  20.1666  17.82060
OGLE-2012-BLG-1528  None  17:27:12.51  -27:49:17.8  2456179.389606  2012-09-09.74  2456181.13072  2012-09-10T15:06:20  1.74111497821  9.379630  0.481784  2.2521  20.4398  19.55838
OGLE-2012-BLG-1529  None  17:53:10.24  -30:23:11.7  2456184.061737  2012-09-19.58  None  None  None  17.919072  0.340485  3.0632  21.381  20.16560
OGLE-2012-BLG-1530  None  17:58:50.65  -28:44:39.0  2456217.761558  2012-10-28.33  None  None  None  46.449543  0.274614  3.7437  19.4922  18.05895
OGLE-2012-BLG-1531  None  18:02:16.26  -27:51:48.2  2456180.296023  2012-09-09.60  None  None  None  10.873232  0.765243  1.5778  19.2898  18.79468
OGLE-2012-BLG-1532  None  18:03:11.52  -28:48:57.6  2456181.411524  2012-09-10.77  None  None  None  117.985740  0.000701  1426.5338  26.1798  18.29406
OGLE-2012-BLG-1533  None  18:01:55.33  -28:47:14.8  2456195.359023  2012-09-24.85  None  None  None  12.973703  0.169005  5.9802  19.7497  17.80790
OGLE-2012-BLG-1534  None  18:00:46.35  -28:01:00.3  2456206.96736  2012-10-06.46  None  None  None  26.942620  0.011645  85.8781  23.7436  18.90890
OGLE-2012-BLG-1535  None  18:03:59.87  -29:22:37.9  2456193.078138  2012-09-22.58  None  None  None  13.719824  0.189676  5.343  19.6368  17.81729
OGLE-2012-BLG-1536  None  18:03:41.89  -32:41:56.8  2456200.398821  2012-10-19.92  None  None  None  110.303014  0.340702  3.0614  19.577  18.36220
OGLE-2012-BLG-1537  None  18:08:18.97  -28:15:48.7  2456188.98455  2012-09-18.47  None  None  None  6.339589  0.228812  4.4557  17.4475  15.82516
OGLE-2012-BLG-1538  None  17:44:31.22  -35:09:07.1  2456230.531359  2012-11-01.71  None  None  None  35.625648  0.852692  1.471  14.6054  14.18637
OGLE-2012-BLG-1539  None  17:18:28.03  -30:06:16.5  2456186.574301  2012-09-16.20  None  None  None  29.804533  0.026509  37.733  21.4924  17.55055
OGLE-2012-BLG-1540  None  17:43:36.13  -22:21:08.6  2456205.76217  2012-10-05.26  2456182.07141  2012-09-11T13:40:33  -23.6907610046  16.272116  0.132813  7.5791  17.9861  15.78710
OGLE-2012-BLG-1541  None  17:57:33.21  -28:10:21.2  2456177.529657  2012-09-05.96  None  None  None  724.034432  0.010733  93.1746  21.4012  16.47795
OGLE-2012-BLG-1542  None  17:59:16.72  -28:58:08.0  2456222.883264  2012-10-22.13  None  None  None  24.146587  0.786739  1.5489  17.3965  16.92146
OGLE-2012-BLG-1543  None  18:02:11.14  -27:26:39.6  2456199.038106  2012-10-02.35  None  None  None  12.020331  0.922150  1.4035  17.508  17.14001
OGLE-2012-BLG-1544  None  18:05:32.30  -27:21:21.9  2456187.439719  2012-09-22.52  None  None  None  40.082137  0.403233  2.6287  21.4863  20.43698
OGLE-2012-BLG-1545  None  18:05:50.98  -29:25:23.5  2456179.687498  2012-09-09.22  None  None  None  4.141369  0.516500  2.1247  20.2675  19.44932
OGLE-2012-BLG-1546  None  18:11:49.62  -29:01:41.1  2456181.593402  2012-09-11.06  None  None  None  31.770866  0.176713  5.7249  19.6953  17.80086
OGLE-2012-BLG-1547  None  17:35:16.90  -29:58:34.4  2456193.917874  2012-09-16.92  None  None  None  41.123856  1.441963  1.1474  17.935  17.78578
OGLE-2012-BLG-1548  None  17:42:55.63  -27:44:32.5  2456190.320434  2012-09-19.82  None  None  None  18.012548  0.617545  1.8423  17.3383  16.67487
OGLE-2012-BLG-1549  None  17:40:30.58  -26:48:55.4  2456192.444623  2012-09-21.44  2456183.01553  2012-09-12T12:20:18  -9.42909363238  251.950263  0.019755  50.6275  24.7828  20.52186
OGLE-2012-BLG-1550  None  18:01:54.78  -28:26:36.3  2456183.987726  2012-09-16.26  None  None  None  67.565973  0.002683  372.7181  25.9192  19.49075
OGLE-2012-BLG-1551  None  17:44:05.70  -26:49:57.8  2456198.068522  2012-09-28.01  None  None  None  42.537069  0.494035  2.2049  19.3816  18.52314
OGLE-2012-BLG-1552  None  17:53:09.33  -30:22:14.0  2456185.185441  2012-09-14.70  None  None  None  2.798503  0.180264  5.6148  20.3814  18.50804
OGLE-2012-BLG-1553  None  17:54:16.78  -29:52:45.3  2456184.59205  2012-09-17.34  None  None  None  15.455375  0.079028  12.6834  22.5769  19.81883
OGLE-2012-BLG-1554  None  17:54:56.61  -29:49:20.7  2456184.263409  2012-09-12.43  None  None  None  17.437904  0.459798  2.3436  19.1669  18.24217
OGLE-2012-BLG-1555  None  17:54:49.51  -28:11:40.3  2456210.581656  2012-10-15.95  None  None  None  32.986450  0.496020  2.1975  19.8356  18.98080
OGLE-2012-BLG-1556  None  17:54:46.78  -31:38:06.3  2456184.171137  2012-09-19.29  None  None  None  2.470617  0.981549  1.3552  18.6101  18.28010
OGLE-2012-BLG-1557  None  18:00:51.49  -28:16:18.4  2456215.988178  2012-12-21.39  None  None  None  63.859447  1.701220  1.0957  18.2191  18.11988
OGLE-2012-BLG-1558  None  18:06:37.11  -29:24:54.5  2456224.066514  2012-10-23.60  None  None  None  40.191151  0.192374  5.2701  20.7394  18.93482
OGLE-2012-BLG-1559  None  17:50:57.53  -30:33:28.2  2456880.351891  2013-12-11.64  None  None  None  565.525669  0.350431  2.9834  20.1696  18.98280
OGLE-2012-BLG-1560  None  17:52:04.17  -32:34:17.5  2456278.57591  2012-12-19.34  None  None  None  62.717373  0.243712  4.194  18.2634  16.70679
OGLE-2012-BLG-1561  None  17:50:55.34  -31:51:14.1  2456207.2778  2012-10-06.76  None  None  None  26.583333  0.410101  2.5896  19.5554  18.52232
OGLE-2012-BLG-1562  None  17:37:00.92  -34:55:20.8  2456204.279161  2012-10-03.76  2456185.86998  2012-09-15T08:51:11  -18.4091839176  85.529675  0.097862  10.2551  21.5305  19.00312
OGLE-2012-BLG-1563  None  17:55:39.69  -27:48:12.7  2456187.929207  2012-09-19.28  None  None  None  95.790363  0.054495  18.3707  22.8006  19.64030
OGLE-2012-BLG-1564  None  17:55:18.18  -29:26:23.7  2456182.700888  2012-09-11.12  None  None  None  405.640357  0.024017  41.6462  23.006  18.95703
OGLE-2012-BLG-1565  None  17:56:37.96  -28:51:09.2  2456196.028557  2012-11-07.85  None  None  None  50.065350  0.561415  1.9852  21.0137  20.26924
OGLE-2012-BLG-1566  None  17:58:24.37  -32:53:15.8  2456183.245004  2012-09-30.23  None  None  None  10.140350  1.320592  1.1829  18.5217  18.33935
OGLE-2012-BLG-1567  None  18:04:23.19  -29:19:50.4  2456239.806919  2012-11-07.38  None  None  None  50.306209  1.478906  1.1382  16.9525  16.81193
OGLE-2012-BLG-1568  None  18:03:19.32  -31:18:59.1  2456197.585499  2012-09-24.50  None  None  None  38.350110  1.119037  1.2681  18.9795  18.72162
OGLE-2012-BLG-1569  None  18:04:02.51  -32:08:42.0  2456186.472941  2012-09-19.58  None  None  None  15.154775  0.781623  1.5556  19.7085  19.22876
OGLE-2012-BLG-1570  None  18:10:34.80  -26:42:28.7  2456172.92097  2012-09-22.55  None  None  None  32.442349  1.895591  1.0708  17.589  17.51470
OGLE-2012-BLG-1571  None  18:12:24.59  -26:30:19.5  2456184.920348  2012-09-14.34  None  None  None  5.586209  0.309774  3.3432  20.3157  19.00525
OGLE-2012-BLG-1572  None  17:53:16.24  -31:07:54.7  2456206.943838  2012-10-08.55  None  None  None  38.061437  0.557768  1.9956  17.7911  17.04094
OGLE-2012-BLG-1573  None  17:54:46.27  -30:48:43.1  2456173.930232  2012-09-03.02  2456186.46356  2012-09-15T23:05:29  12.5333230821  15.421409  0.976866  1.3587  18.9022  18.56942
OGLE-2012-BLG-1574  None  17:57:37.25  -32:58:55.4  2456216.492221  2012-10-18.58  None  None  None  43.885451  0.831330  1.4946  16.8826  16.44632
OGLE-2012-BLG-1575  None  18:08:06.71  -28:43:49.7  2456192.339406  2012-09-24.66  None  None  None  456.013332  0.011284  88.6253  23.8692  19.00028
OGLE-2012-BLG-1576  None  18:11:25.09  -27:07:30.0  2456203.617622  2012-10-03.38  2456187.38309  2012-09-16T21:09:12  -16.2345366944  28.115099  0.217750  4.6737  20.3546  18.68049
OGLE-2012-BLG-1577  None  17:57:47.98  -27:43:00.2  2456734.475983  2012-09-10.33  None  None  None  9.048863  4.966953  1.0028  21.0611  21.058
OGLE-2012-BLG-1578  None  17:56:11.27  -27:48:02.7  2456185.589102  2012-09-15.09  None  None  None  25.675937  0.006195  161.4228  25.8542  20.33425
OGLE-2012-BLG-1579  None  17:56:10.12  -29:20:14.9  2456182.725171  2012-09-12.22  None  None  None  38.579196  0.084625  11.8485  22.9113  20.22712
OGLE-2012-BLG-1580  None  18:06:26.14  -29:48:35.2  2456190.668557  2012-09-21.50  None  None  None  48.315893  0.092026  10.901  22.8723  20.27867
OGLE-2012-BLG-1581  None  17:55:14.26  -28:37:53.6  2456169.844343  2012-08-30.34  None  None  None  33.730068  0.139019  7.2453  22.2559  20.10579
OGLE-2012-BLG-1582  None  17:55:29.27  -29:58:31.1  2456190.738975  2012-09-20.45  None  None  None  43.354784  0.055060  18.1826  23.3474  20.19829
OGLE-2012-BLG-1583  None  17:52:50.00  -30:56:46.2  2456186.666429  2012-09-16.09  None  None  None  21.204646  0.028554  35.0321  23.983  20.12185
OGLE-2012-BLG-1584  None  17:56:27.49  -31:05:13.7  2456186.416423  2012-09-15.81  2456189.36797  2012-09-18T20:48:12  2.95154890791  5.411671  0.054325  18.4281  23.5066  20.34294
OGLE-2012-BLG-1585  None  17:53:20.64  -28:22:59.8  2456189.103751  2012-09-18.54  None  None  None  3.315176  1.359138  1.1706  17.0033  16.83227
OGLE-2012-BLG-1586  None  17:52:02.13  -28:25:36.5  2456195.196918  2012-09-24.65  None  None  None  15.011409  0.227689  4.4769  19.3631  17.73567
OGLE-2012-BLG-1587  None  17:54:02.45  -30:20:33.2  2456191.798772  2012-09-21.26  None  None  None  8.484496  1.314557  1.1849  17.8014  17.61718
OGLE-2012-BLG-1588  None  17:48:52.00  -33:22:11.4  2456188.731858  2012-09-20.69  None  None  None  7.719192  0.686945  1.7016  19.1255  18.54830
OGLE-2012-BLG-1589  None  18:04:34.60  -29:14:05.7  2456270.817753  2012-12-01.99  None  None  None  64.526219  0.723831  1.6394  18.4113  17.87461
OGLE-2012-BLG-1590  None  17:52:29.00  -32:46:20.2  2456203.20399  2012-10-02.74  None  None  None  25.930771  0.105518  9.5166  21.6478  19.20158
OGLE-2012-BLG-1591  None  17:40:39.82  -34:11:35.1  2456176.408486  2012-09-05.78  None  None  None  10.791391  0.838659  1.4863  17.9174  17.48707
OGLE-2012-BLG-1592  None  17:47:25.01  -23:43:18.3  2456210.706041  2012-10-09.07  None  None  None  97.637155  0.332998  3.1265  17.8285  16.59087
OGLE-2012-BLG-1593  None  17:46:06.16  -23:30:54.2  2456180.152745  2012-09-09.57  2456191.10442  2012-09-20T14:29:17  10.9516771347  21.460955  0.199923  5.0766  19.9926  18.22864
OGLE-2012-BLG-1594  None  17:53:30.51  -28:57:10.3  2456191.862  2012-09-21.36  None  None  None  82.830  0.003  301.9  None  22.813
OGLE-2012-BLG-1595  None  17:59:30.26  -28:31:08.7  2456190.680  2012-09-20.18  None  None  None  6.334  0.043  23.187  None  19.597
OGLE-2012-BLG-1596  None  17:55:26.25  -29:24:35.8  2456191.646  2012-09-21.15  None  None  None  0.334  1.253  1.207  None  17.633
OGLE-2012-BLG-1597  None  18:04:19.43  -28:38:14.4  2456199.309  2012-09-28.81  None  None  None  50.605  0.080  12.522  None  21.622
OGLE-2012-BLG-1598  None  18:06:30.25  -27:26:31.6  2456219.889  2012-10-20.92  None  None  None  82.095  0.189  5.353  None  20.167
OGLE-2012-BLG-1599  None  18:13:19.43  -25:52:12.5  2456191.251  2012-09-20.81  None  None  None  15.454  2.060  1.056  None  15.744
OGLE-2012-BLG-1600  None  18:13:34.62  -25:40:01.0  2456220.930  2012-10-20.60  None  None  None  53.279  0.736  1.621  None  18.982
OGLE-2012-BLG-1601  None  17:47:19.64  -32:40:20.3  2456185.858  2012-09-15.65  2456192.072  2012-09-21T13:42:40  6.21400362998  18.047  1.452  1.145  None  16.276
OGLE-2012-BLG-1602  None  17:57:46.82  -27:58:14.4  2456198.904013  2012-09-28.48  None  None  None  8.046103  0.984531  1.3529  17.2488  16.92058
OGLE-2012-BLG-1603  None  17:58:41.42  -30:21:14.0  2456199.522578  2012-09-28.54  None  None  None  27.037909  0.195551  5.1868  21.0461  19.25881
OGLE-2012-BLG-1604  None  17:59:48.57  -32:04:27.2  2456196.073906  2012-09-25.57  None  None  None  3.892206  0.144984  6.9516  19.1288  17.02363
OGLE-2012-BLG-1605  None  17:55:55.12  -32:06:53.2  2456195.802226  2012-10-15.29  None  None  None  12.288326  0.789718  1.545  19.8157  19.34332
OGLE-2012-BLG-1606  None  18:03:42.21  -31:50:22.7  2456246.779096  2012-11-15.01  None  None  None  72.075197  0.095935  10.4597  21.1814  18.63262
OGLE-2012-BLG-1607  None  17:46:04.52  -23:40:33.2  2456215.594779  2012-10-15.10  None  None  None  22.647999  0.136594  7.3721  20.1061  17.93712
OGLE-2012-BLG-1608  None  17:59:40.86  -26:38:44.2  2456222.520737  2012-10-26.38  2456196.34764  2012-09-25T20:19:49  -26.1730923071  39.559436  0.092439  10.8526  21.3595  18.77068
OGLE-2012-BLG-1609  None  17:55:56.71  -28:20:11.7  2456214.25066  2012-12-23.26  None  None  None  210.563658  0.176560  5.7298  18.1328  16.23741
OGLE-2012-BLG-1610  None  17:55:14.75  -28:09:07.0  2456201.135195  2012-09-30.63  None  None  None  3.057124  0.577687  1.9406  16.8541  16.13425
OGLE-2012-BLG-1611  None  17:55:35.74  -29:05:58.2  2456196.201953  2012-10-04.58  None  None  None  317.220811  0.008346  119.821  24.2402  19.04391
OGLE-2012-BLG-1612  None  17:58:59.13  -28:37:23.0  2456198.47089  2012-09-27.31  None  None  None  8.569409  0.522981  2.1029  20.047  19.23998
OGLE-2012-BLG-1613  None  17:55:00.64  -32:12:28.4  2456196.435539  2012-09-25.70  None  None  None  20.196041  0.245220  4.1694  20.9884  19.43818
OGLE-2012-BLG-1614  None  18:05:04.53  -28:24:13.9  2456197.031354  2012-09-26.12  None  None  None  12.761555  0.411087  2.5841  19.9003  18.86954
OGLE-2012-BLG-1615  None  18:03:45.32  -28:12:41.1  2456197.901161  2012-09-27.39  None  None  None  7.278931  0.373207  2.8174  20.6283  19.50370
OGLE-2012-BLG-1616  None  18:05:37.75  -32:55:46.6  2456188.835991  2012-09-18.40  None  None  None  26.950958  0.426662  2.5008  19.7208  18.72563
OGLE-2012-BLG-1617  None  18:06:07.32  -27:05:39.5  2456207.351972  2012-10-07.68  None  None  None  15.764731  0.682728  1.7092  19.1622  18.58016
OGLE-2012-BLG-1618  None  18:07:34.53  -26:34:29.3  2456208.435463  2012-10-06.21  None  None  None  31.437000  0.453159  2.3732  19.7111  18.77278
OGLE-2012-BLG-1619  None  18:09:02.46  -28:43:09.5  2456211.684401  2012-10-11.16  None  None  None  14.588324  0.314184  3.2995  19.7183  18.42218
OGLE-2012-BLG-1620  None  18:14:08.33  -31:15:45.3  2456241.975754  2012-11-10.72  None  None  None  75.940304  0.839646  1.4852  18.7454  18.31590
OGLE-2012-BLG-1621  None  17:33:05.17  -27:14:23.0  2456198.149511  2012-09-28.43  2456197.13201  2012-09-26T15:10:16  -1.01750245318  59.592236  0.001714  583.4312  25.0154  18.10039
OGLE-2012-BLG-1622  None  18:04:49.80  -29:05:35.1  2456202.659  2012-10-02.31  None  None  None  50.590  0.211  4.819  None  20.497
OGLE-2012-BLG-1623  None  18:03:19.20  -29:28:27.9  2456199.986  2012-09-29.49  None  None  None  10.367  0.997  1.344  None  18.249
OGLE-2012-BLG-1624  None  17:47:40.12  -23:56:24.8  2456219.265  2012-11-10.44  2456197.98939  2012-09-27T11:44:34  -21.275606723  130.148  0.084  11.929  None  19.748
OGLE-2012-BLG-1625  None  17:38:14.27  -36:21:25.0  2456221.853  2012-10-21.35  2456199.03123  2012-09-28T12:45:10  -22.8217692026  22.741  0.052  19.084  None  17.485
